year,month,day,hour,min,sec,pH_tot
2018,6,21,22,20,0,7.94415000000475
2018,6,21,22,30,0,7.94131666665558
2018,6,21,22,40,0,7.93848333330642
2018,6,21,22,50,0,7.93565000000475
2018,6,21,23,0,0,7.93281666665558
2018,6,21,23,10,0,7.92998333335392
2018,6,21,23,20,0,7.92909999999693
2018,6,21,23,30,0,7.93276666663286
2018,6,21,23,40,0,7.93643333333026
2018,6,21,23,50,0,7.94009999996619
2018,6,22,0,0,0,7.94376666666359
2018,6,22,0,10,0,7.94743333336099
2018,6,22,0,20,0,7.95034999999902
2018,6,22,0,30,0,7.95151666667547
2018,6,22,0,40,0,7.95268333333236
2018,6,22,0,50,0,7.9538500000088
2018,6,22,1,0,0,7.95501666666569
2018,6,22,1,10,0,7.95618333334213
2018,6,22,1,20,0,7.95824999999301
2018,6,22,1,30,0,7.96241666668296
2018,6,22,1,40,0,7.96658333337292
2018,6,22,1,50,0,7.97074999999301
2018,6,22,2,0,0,7.97491666668297
2018,6,22,2,10,0,7.97908333330307
2018,6,22,2,20,0,7.98195000000014
2018,6,22,2,30,0,7.98178333333487
2018,6,22,2,40,0,7.98161666666681
2018,6,22,2,50,0,7.98145000000154
2018,6,22,3,0,0,7.98128333333347
2018,6,22,3,10,0,7.98111666666541
2018,6,22,3,20,0,7.98134999999902
2018,6,22,3,30,0,7.98251666667547
2018,6,22,3,40,0,7.98368333333235
2018,6,22,3,50,0,7.9848500000088
2018,6,22,4,0,0,7.98601666666569
2018,6,22,4,10,0,7.98718333334214
2018,6,22,4,20,0,7.9882499999986
2018,6,22,4,30,0,7.98908333333659
2018,6,22,4,40,0,7.98991666667458
2018,6,22,4,50,0,7.9907499999986
2018,6,22,5,0,0,7.99158333333659
2018,6,22,5,10,0,7.99241666666061
2018,6,22,5,20,0,7.99280000000056
2018,6,22,5,30,0,7.99213333333948
2018,6,22,5,40,0,7.99146666666723
2018,6,22,5,50,0,7.99080000000615
2018,6,22,6,0,0,7.99013333333389
2018,6,22,6,10,0,7.98946666666164
2018,6,22,6,20,0,7.9885000000014
2018,6,22,6,30,0,7.98683333332076
2018,6,22,6,40,0,7.98516666666806
2018,6,22,6,50,0,7.98349999998743
2018,6,22,7,0,0,7.98183333333473
2018,6,22,7,10,0,7.98016666665409
2018,6,22,7,20,0,7.97815000000475
2018,6,22,7,30,0,7.97531666665558
2018,6,22,7,40,0,7.97248333330642
2018,6,22,7,50,0,7.96965000000475
2018,6,22,8,0,0,7.96681666665558
2018,6,22,8,10,0,7.96398333335392
2018,6,22,8,20,0,7.95680000001453
2018,6,22,8,30,0,7.93946666682648
2018,6,22,8,40,0,7.92213333334786
